entityId,time_utc,availableBikeNumber
24373,2025-02-03 02:00:00+00:00,0.0
24373,2025-02-03 03:00:00+00:00,0.0
24373,2025-02-03 04:00:00+00:00,0.0
24373,2025-02-03 05:00:00+00:00,0.0
24373,2025-02-03 06:00:00+00:00,0.673469387755102
24373,2025-02-03 07:00:00+00:00,1.0
24373,2025-02-03 08:00:00+00:00,1.0535714285714286
24373,2025-02-03 09:00:00+00:00,2.39622641509434
24373,2025-02-03 10:00:00+00:00,2.4339622641509435
24373,2025-02-03 11:00:00+00:00,0.0
24373,2025-02-03 12:00:00+00:00,0.0
24373,2025-02-03 13:00:00+00:00,0.0
24373,2025-02-03 14:00:00+00:00,0.0
24374,2025-02-02 15:00:00+00:00,20.06779661016949
24374,2025-02-02 16:00:00+00:00,17.14
24374,2025-02-02 17:00:00+00:00,9.0
24374,2025-02-02 18:00:00+00:00,9.0
24374,2025-02-02 19:00:00+00:00,9.0
24374,2025-02-02 20:00:00+00:00,9.0
24374,2025-02-02 21:00:00+00:00,9.0
24374,2025-02-02 22:00:00+00:00,8.7
24374,2025-02-02 23:00:00+00:00,7.0
24374,2025-02-03 00:00:00+00:00,7.0
24374,2025-02-03 01:00:00+00:00,7.0
24374,2025-02-03 02:00:00+00:00,7.0
24374,2025-02-03 03:00:00+00:00,7.0
24374,2025-02-03 04:00:00+00:00,7.0
24374,2025-02-03 05:00:00+00:00,6.576923076923077
24374,2025-02-03 06:00:00+00:00,6.32
24374,2025-02-03 07:00:00+00:00,6.918367346938775
24374,2025-02-03 08:00:00+00:00,7.218181818181818
24374,2025-02-03 09:00:00+00:00,6.0
24374,2025-02-03 10:00:00+00:00,6.0
24374,2025-02-03 11:00:00+00:00,6.78
24374,2025-02-03 12:00:00+00:00,7.0
24374,2025-02-03 13:00:00+00:00,7.0
24374,2025-02-03 14:00:00+00:00,6.444444444444445
24375,2025-02-02 15:00:00+00:00,4.481481481481482
24375,2025-02-02 16:00:00+00:00,6.48
24375,2025-02-02 17:00:00+00:00,3.826923076923077
24375,2025-02-02 18:00:00+00:00,3.0
24375,2025-02-02 19:00:00+00:00,1.6551724137931034
24375,2025-02-02 20:00:00+00:00,1.2083333333333333
24375,2025-02-02 21:00:00+00:00,2.0
24375,2025-02-02 22:00:00+00:00,2.163636363636364
24375,2025-02-02 23:00:00+00:00,3.0
24375,2025-02-03 00:00:00+00:00,3.0
24375,2025-02-03 01:00:00+00:00,3.0
24375,2025-02-03 02:00:00+00:00,3.0
24375,2025-02-03 03:00:00+00:00,3.0
24375,2025-02-03 04:00:00+00:00,3.0
24375,2025-02-03 05:00:00+00:00,3.0
24375,2025-02-03 06:00:00+00:00,2.176470588235294
24375,2025-02-03 07:00:00+00:00,1.803921568627451
24375,2025-02-03 08:00:00+00:00,1.4482758620689655
24375,2025-02-03 09:00:00+00:00,1.0
24375,2025-02-03 10:00:00+00:00,1.945454545454545
24375,2025-02-03 11:00:00+00:00,2.862745098039216
24375,2025-02-03 12:00:00+00:00,2.0
24375,2025-02-03 13:00:00+00:00,1.0714285714285714
24375,2025-02-03 14:00:00+00:00,1.351851851851852
24376,2025-02-02 15:00:00+00:00,1.847457627118644
24376,2025-02-02 16:00:00+00:00,1.4807692307692308
24376,2025-02-02 17:00:00+00:00,2.4038461538461537
24376,2025-02-02 18:00:00+00:00,2.1320754716981134
24376,2025-02-02 19:00:00+00:00,3.090909090909091
24376,2025-02-02 20:00:00+00:00,2.333333333333333
24376,2025-02-02 21:00:00+00:00,3.4107142857142856
24376,2025-02-02 22:00:00+00:00,2.2916666666666665
24376,2025-02-02 23:00:00+00:00,1.0
24376,2025-02-03 00:00:00+00:00,1.0
24376,2025-02-03 01:00:00+00:00,1.0
24376,2025-02-03 02:00:00+00:00,1.0
24376,2025-02-03 03:00:00+00:00,1.0
24376,2025-02-03 04:00:00+00:00,1.0
24376,2025-02-03 05:00:00+00:00,1.0
24376,2025-02-03 06:00:00+00:00,0.6
24376,2025-02-03 07:00:00+00:00,0.0
24376,2025-02-03 08:00:00+00:00,0.0
24376,2025-02-03 09:00:00+00:00,0.1454545454545454
24376,2025-02-03 10:00:00+00:00,0.0
24376,2025-02-03 11:00:00+00:00,0.0
24376,2025-02-03 12:00:00+00:00,0.0
24376,2025-02-03 13:00:00+00:00,0.896551724137931
24376,2025-02-03 14:00:00+00:00,0.0192307692307692
24377,2025-02-02 15:00:00+00:00,0.2407407407407407
24377,2025-02-02 16:00:00+00:00,0.64
24377,2025-02-02 17:00:00+00:00,2.877551020408163
24377,2025-02-02 18:00:00+00:00,3.0
24377,2025-02-02 19:00:00+00:00,2.943396226415094
24377,2025-02-02 20:00:00+00:00,2.0
24377,2025-02-02 21:00:00+00:00,2.0
24377,2025-02-02 22:00:00+00:00,2.26
24377,2025-02-02 23:00:00+00:00,3.0
24377,2025-02-03 00:00:00+00:00,3.0
24377,2025-02-03 01:00:00+00:00,3.0
24377,2025-02-03 02:00:00+00:00,3.0
24377,2025-02-03 03:00:00+00:00,3.0
24377,2025-02-03 04:00:00+00:00,3.0
24377,2025-02-03 05:00:00+00:00,3.0
24377,2025-02-03 06:00:00+00:00,3.0
24377,2025-02-03 07:00:00+00:00,2.574468085106383
24377,2025-02-03 08:00:00+00:00,2.0
24377,2025-02-03 09:00:00+00:00,2.0
24377,2025-02-03 10:00:00+00:00,2.0
24377,2025-02-03 11:00:00+00:00,2.0
24377,2025-02-03 12:00:00+00:00,1.8596491228070176
24377,2025-02-03 13:00:00+00:00,1.0
24377,2025-02-03 14:00:00+00:00,1.0
24378,2025-02-02 15:00:00+00:00,0.1186440677966101
24378,2025-02-02 16:00:00+00:00,2.6153846153846154
24378,2025-02-02 17:00:00+00:00,5.666666666666667
24378,2025-02-02 18:00:00+00:00,5.0
24378,2025-02-02 19:00:00+00:00,5.351851851851852
24378,2025-02-02 20:00:00+00:00,6.0
24378,2025-02-02 21:00:00+00:00,6.0
24378,2025-02-02 22:00:00+00:00,5.204081632653061
24378,2025-02-02 23:00:00+00:00,5.0
24378,2025-02-03 00:00:00+00:00,5.0
24378,2025-02-03 01:00:00+00:00,5.0
24378,2025-02-03 02:00:00+00:00,5.0
24378,2025-02-03 03:00:00+00:00,5.0
24378,2025-02-03 04:00:00+00:00,5.0
24378,2025-02-03 05:00:00+00:00,5.0
24378,2025-02-03 06:00:00+00:00,5.224489795918367
24378,2025-02-03 07:00:00+00:00,6.0
24378,2025-02-03 08:00:00+00:00,3.727272727272728
24378,2025-02-03 09:00:00+00:00,0.1481481481481481
24378,2025-02-03 10:00:00+00:00,0.0
24378,2025-02-03 11:00:00+00:00,0.0
24378,2025-02-03 12:00:00+00:00,0.0517241379310344
24378,2025-02-03 13:00:00+00:00,1.5964912280701753
24378,2025-02-03 14:00:00+00:00,1.4615384615384617
24379,2025-02-02 15:00:00+00:00,0.0
24379,2025-02-02 16:00:00+00:00,0.0
24379,2025-02-02 17:00:00+00:00,0.2653061224489796
24379,2025-02-02 18:00:00+00:00,0.0
24379,2025-02-02 19:00:00+00:00,0.0
24379,2025-02-02 20:00:00+00:00,0.0
24379,2025-02-02 21:00:00+00:00,0.0
24379,2025-02-02 22:00:00+00:00,0.0
24379,2025-02-02 23:00:00+00:00,0.0
24379,2025-02-03 00:00:00+00:00,0.0
24379,2025-02-03 01:00:00+00:00,0.0
24379,2025-02-03 02:00:00+00:00,0.0
24379,2025-02-03 03:00:00+00:00,0.0
24379,2025-02-03 04:00:00+00:00,0.0
24379,2025-02-03 05:00:00+00:00,0.0
24379,2025-02-03 06:00:00+00:00,0.0
24379,2025-02-03 07:00:00+00:00,0.0
24379,2025-02-03 08:00:00+00:00,0.3076923076923077
24379,2025-02-03 09:00:00+00:00,0.8518518518518519
24379,2025-02-03 10:00:00+00:00,0.7037037037037037
24379,2025-02-03 11:00:00+00:00,0.1632653061224489
24379,2025-02-03 12:00:00+00:00,0.0
24379,2025-02-03 13:00:00+00:00,0.0
24379,2025-02-03 14:00:00+00:00,0.1851851851851851
24380,2025-02-02 15:00:00+00:00,1.1864406779661016
24380,2025-02-02 16:00:00+00:00,1.4259259259259258
24380,2025-02-02 17:00:00+00:00,2.0
24380,2025-02-02 18:00:00+00:00,1.2407407407407407
24380,2025-02-02 19:00:00+00:00,2.1206896551724137
24380,2025-02-02 20:00:00+00:00,4.0
24380,2025-02-02 21:00:00+00:00,4.0
24380,2025-02-02 22:00:00+00:00,4.0
24380,2025-02-02 23:00:00+00:00,4.0
24380,2025-02-03 00:00:00+00:00,4.0
24380,2025-02-03 01:00:00+00:00,4.0
24380,2025-02-03 02:00:00+00:00,4.0
24380,2025-02-03 03:00:00+00:00,4.0
24380,2025-02-03 04:00:00+00:00,4.0
24380,2025-02-03 05:00:00+00:00,3.3454545454545457
24380,2025-02-03 06:00:00+00:00,2.3076923076923075
24380,2025-02-03 07:00:00+00:00,2.0
24380,2025-02-03 08:00:00+00:00,2.0
24380,2025-02-03 09:00:00+00:00,2.1052631578947367
24380,2025-02-03 10:00:00+00:00,1.7636363636363637
24380,2025-02-03 11:00:00+00:00,1.5769230769230769
24380,2025-02-03 12:00:00+00:00,3.0
24380,2025-02-03 13:00:00+00:00,3.0
24380,2025-02-03 14:00:00+00:00,3.75
24381,2025-02-02 15:00:00+00:00,0.0181818181818181
24381,2025-02-02 16:00:00+00:00,0.7142857142857143
24381,2025-02-02 17:00:00+00:00,1.2127659574468086
24381,2025-02-02 18:00:00+00:00,1.5833333333333333
24381,2025-02-02 19:00:00+00:00,2.5283018867924527
24381,2025-02-02 20:00:00+00:00,3.9047619047619047
24381,2025-02-02 21:00:00+00:00,4.0
24381,2025-02-02 22:00:00+00:00,5.489795918367347
24381,2025-02-02 23:00:00+00:00,8.88679245283019
24381,2025-02-03 00:00:00+00:00,8.13953488372093
24381,2025-02-03 01:00:00+00:00,7.0
24381,2025-02-03 02:00:00+00:00,6.296296296296297
24381,2025-02-03 03:00:00+00:00,6.0
24381,2025-02-03 04:00:00+00:00,4.642857142857143
24381,2025-02-03 05:00:00+00:00,2.4545454545454546
24381,2025-02-03 06:00:00+00:00,2.38
24381,2025-02-03 07:00:00+00:00,0.02
24381,2025-02-03 08:00:00+00:00,0.0
24381,2025-02-03 09:00:00+00:00,0.0
24381,2025-02-03 10:00:00+00:00,0.4727272727272727
24381,2025-02-03 11:00:00+00:00,0.0
24381,2025-02-03 12:00:00+00:00,0.1896551724137931
24381,2025-02-03 13:00:00+00:00,1.0
24381,2025-02-03 14:00:00+00:00,2.892857142857143
24383,2025-02-02 15:00:00+00:00,6.245614035087719
24383,2025-02-02 16:00:00+00:00,6.346153846153846
24383,2025-02-02 17:00:00+00:00,6.2407407407407405
24383,2025-02-02 18:00:00+00:00,6.115384615384615
24383,2025-02-02 19:00:00+00:00,6.636363636363637
24383,2025-02-02 20:00:00+00:00,4.391304347826087
24383,2025-02-02 21:00:00+00:00,4.0
24383,2025-02-02 22:00:00+00:00,4.0
24383,2025-02-02 23:00:00+00:00,4.0
24383,2025-02-03 00:00:00+00:00,4.0
24383,2025-02-03 01:00:00+00:00,4.0
24383,2025-02-03 02:00:00+00:00,4.0
24383,2025-02-03 03:00:00+00:00,4.0
24383,2025-02-03 04:00:00+00:00,4.0
24383,2025-02-03 05:00:00+00:00,4.163636363636364
24383,2025-02-03 06:00:00+00:00,5.0
24383,2025-02-03 07:00:00+00:00,5.0
24383,2025-02-03 08:00:00+00:00,6.181818181818182
24383,2025-02-03 09:00:00+00:00,7.344827586206897
24383,2025-02-03 10:00:00+00:00,8.574074074074074
24383,2025-02-03 11:00:00+00:00,11.73469387755102
24383,2025-02-03 12:00:00+00:00,15.677966101694915
24383,2025-02-03 13:00:00+00:00,16.982456140350877
24383,2025-02-03 14:00:00+00:00,17.6
24384,2025-02-02 15:00:00+00:00,1.137931034482759
24384,2025-02-02 16:00:00+00:00,1.28
24384,2025-02-02 17:00:00+00:00,1.0
24384,2025-02-02 18:00:00+00:00,1.0
24384,2025-02-02 19:00:00+00:00,0.0
24384,2025-02-02 20:00:00+00:00,0.0
24384,2025-02-02 21:00:00+00:00,0.0
24384,2025-02-02 22:00:00+00:00,0.0
24384,2025-02-02 23:00:00+00:00,0.0
24384,2025-02-03 00:00:00+00:00,0.0
24384,2025-02-03 01:00:00+00:00,0.0
24384,2025-02-03 02:00:00+00:00,0.0
24384,2025-02-03 03:00:00+00:00,0.0
24384,2025-02-03 04:00:00+00:00,0.0
24384,2025-02-03 05:00:00+00:00,0.0
24384,2025-02-03 06:00:00+00:00,0.0851063829787234
24384,2025-02-03 07:00:00+00:00,1.6938775510204085
24384,2025-02-03 08:00:00+00:00,3.462962962962963
24384,2025-02-03 09:00:00+00:00,6.703703703703703
24384,2025-02-03 10:00:00+00:00,10.943396226415096
24384,2025-02-03 11:00:00+00:00,15.645833333333334
24384,2025-02-03 12:00:00+00:00,14.68421052631579
24384,2025-02-03 13:00:00+00:00,13.857142857142858
24384,2025-02-03 14:00:00+00:00,14.679245283018869
24385,2025-02-02 15:00:00+00:00,1.148148148148148
24385,2025-02-02 16:00:00+00:00,2.020408163265306
24385,2025-02-02 17:00:00+00:00,1.16
24385,2025-02-02 18:00:00+00:00,1.5283018867924527
24385,2025-02-02 19:00:00+00:00,4.0
24385,2025-02-02 20:00:00+00:00,3.4782608695652173
24385,2025-02-02 21:00:00+00:00,2.2545454545454544
24385,2025-02-02 22:00:00+00:00,2.0
24385,2025-02-02 23:00:00+00:00,2.0
24385,2025-02-03 00:00:00+00:00,2.0
24385,2025-02-03 01:00:00+00:00,2.0
24385,2025-02-03 02:00:00+00:00,2.0
24385,2025-02-03 03:00:00+00:00,2.0
24385,2025-02-03 04:00:00+00:00,2.0
24385,2025-02-03 05:00:00+00:00,1.5454545454545454
24385,2025-02-03 06:00:00+00:00,0.6078431372549019
24385,2025-02-03 07:00:00+00:00,1.0
24385,2025-02-03 08:00:00+00:00,0.6666666666666666
24385,2025-02-03 09:00:00+00:00,1.0
24385,2025-02-03 10:00:00+00:00,1.0
24385,2025-02-03 11:00:00+00:00,0.7916666666666666
24385,2025-02-03 12:00:00+00:00,1.0
24385,2025-02-03 13:00:00+00:00,1.6964285714285714
24385,2025-02-03 14:00:00+00:00,1.037037037037037
24386,2025-02-02 15:00:00+00:00,5.0
24386,2025-02-02 16:00:00+00:00,5.0
24386,2025-02-02 17:00:00+00:00,5.0
24386,2025-02-02 18:00:00+00:00,5.0
24386,2025-02-02 19:00:00+00:00,5.0
24386,2025-02-02 20:00:00+00:00,5.0
24386,2025-02-02 21:00:00+00:00,5.0
24386,2025-02-02 22:00:00+00:00,5.0
24386,2025-02-02 23:00:00+00:00,5.0
24386,2025-02-03 00:00:00+00:00,5.0
24386,2025-02-03 01:00:00+00:00,5.0
24386,2025-02-03 02:00:00+00:00,5.0
24386,2025-02-03 03:00:00+00:00,5.0
24386,2025-02-03 04:00:00+00:00,5.0
24386,2025-02-03 05:00:00+00:00,5.0
24386,2025-02-03 06:00:00+00:00,5.0
24386,2025-02-03 07:00:00+00:00,5.0
24386,2025-02-03 08:00:00+00:00,5.0
24386,2025-02-03 09:00:00+00:00,5.0
24386,2025-02-03 10:00:00+00:00,5.0
24386,2025-02-03 11:00:00+00:00,5.0
24386,2025-02-03 12:00:00+00:00,5.0
24386,2025-02-03 13:00:00+00:00,5.0
24386,2025-02-03 14:00:00+00:00,5.0
24387,2025-02-02 15:00:00+00:00,12.0
24387,2025-02-02 16:00:00+00:00,12.0
24387,2025-02-02 17:00:00+00:00,12.0
24387,2025-02-02 18:00:00+00:00,12.0
24387,2025-02-02 19:00:00+00:00,12.0
24387,2025-02-02 20:00:00+00:00,12.0
24387,2025-02-02 21:00:00+00:00,12.0
24387,2025-02-02 22:00:00+00:00,12.0
24387,2025-02-02 23:00:00+00:00,12.0
24387,2025-02-03 00:00:00+00:00,12.0
24387,2025-02-03 01:00:00+00:00,12.0
24387,2025-02-03 02:00:00+00:00,12.0
24387,2025-02-03 03:00:00+00:00,12.0
24387,2025-02-03 04:00:00+00:00,12.0
24387,2025-02-03 05:00:00+00:00,12.0
24387,2025-02-03 06:00:00+00:00,12.0
24387,2025-02-03 07:00:00+00:00,12.0
24387,2025-02-03 08:00:00+00:00,12.0
24387,2025-02-03 09:00:00+00:00,12.0
24387,2025-02-03 10:00:00+00:00,12.0
24387,2025-02-03 11:00:00+00:00,12.0
24387,2025-02-03 12:00:00+00:00,12.0
