entityId,time_utc,precipitation,temperature,windSpeed
5465941,2024-12-12 17:00:00+00:00,0.0,3.2350000000000003,2.2275
5465941,2024-12-12 18:00:00+00:00,0.0,3.085,2.375
5465941,2024-12-12 19:00:00+00:00,0.0,2.932,2.4840000000000004
5465941,2024-12-12 20:00:00+00:00,0.0,2.98,2.38
5465941,2024-12-12 21:00:00+00:00,0.0,2.85,2.21
5465941,2024-12-12 22:00:00+00:00,0.0,3.085,2.085
5465941,2024-12-12 23:00:00+00:00,0.0,3.235,2.02
5465941,2024-12-13 00:00:00+00:00,0.0,2.935,1.725
5465941,2024-12-13 01:00:00+00:00,0.0,2.765,2.0500000000000003
5465941,2024-12-13 02:00:00+00:00,0.0,2.285,2.42
5465941,2024-12-13 03:00:00+00:00,0.0,1.665,2.495
5465941,2024-12-13 04:00:00+00:00,0.0,0.5533333333333333,2.4466666666666668
5465941,2024-12-13 05:00:00+00:00,0.0,1.68,2.2725
5465941,2024-12-13 06:00:00+00:00,0.0,1.685,2.515
5465941,2024-12-13 07:00:00+00:00,0.0,1.07,2.4433333333333334
5465941,2024-12-13 08:00:00+00:00,0.0,0.9966666666666668,2.58
5465941,2024-12-13 09:00:00+00:00,0.0,0.7000000000000001,2.89
5465941,2024-12-13 10:00:00+00:00,0.0,0.7000000000000001,3.39
5465941,2024-12-13 11:00:00+00:00,0.0,0.56,3.6633333333333336
5465941,2024-12-13 12:00:00+00:00,0.0,0.505,3.5
5465941,2024-12-13 13:00:00+00:00,0.0,0.5725,2.8724999999999996
54331015,2024-12-12 14:00:00+00:00,0.0,3.16,1.54
54331015,2024-12-12 15:00:00+00:00,0.0,3.22,2.0940000000000003
54331015,2024-12-12 16:00:00+00:00,0.0,4.16,2.5733333333333337
54331015,2024-12-12 17:00:00+00:00,0.0,3.41,3.0875
54331015,2024-12-12 18:00:00+00:00,0.0,3.16,2.1875
54331015,2024-12-12 19:00:00+00:00,0.0,3.16,1.852
54331015,2024-12-12 20:00:00+00:00,0.0,3.66,1.285
54331015,2024-12-12 21:00:00+00:00,0.0,3.16,1.8000000000000005
54331015,2024-12-12 22:00:00+00:00,0.0,3.16,1.8
54331015,2024-12-12 23:00:00+00:00,0.0,3.16,1.8
54331015,2024-12-13 00:00:00+00:00,0.0,3.16,1.285
54331015,2024-12-13 01:00:00+00:00,0.0,2.16,1.8000000000000005
54331015,2024-12-13 02:00:00+00:00,0.0,2.16,3.345
54331015,2024-12-13 03:00:00+00:00,0.0,1.16,2.315
54331015,2024-12-13 04:00:00+00:00,0.0,1.16,1.883333333333333
54331015,2024-12-13 05:00:00+00:00,0.0,1.16,2.315
54331015,2024-12-13 06:00:00+00:00,0.0,1.16,2.57
54331015,2024-12-13 07:00:00+00:00,0.0,1.16,3.6
54331015,2024-12-13 08:00:00+00:00,0.0,0.16,4.12
54331015,2024-12-13 09:00:00+00:00,0.0,1.16,5.146666666666667
54331015,2024-12-13 10:00:00+00:00,0.0,1.385,4.295
54331015,2024-12-13 11:00:00+00:00,0.0,1.16,4.46
54331015,2024-12-13 12:00:00+00:00,0.0,0.91,4.115
54331015,2024-12-13 13:00:00+00:00,0.0,0.16,3.7325
54331021,2024-12-12 14:00:00+00:00,0.0,3.06,1.54
54331021,2024-12-12 15:00:00+00:00,0.0,3.035,2.055
54331021,2024-12-12 16:00:00+00:00,0.0,4.043333333333333,2.5733333333333337
54331021,2024-12-12 17:00:00+00:00,0.0,3.275,3.0875
54331021,2024-12-12 18:00:00+00:00,0.0,3.06,2.1875
54331021,2024-12-12 19:00:00+00:00,0.0,3.05,1.852
54331021,2024-12-12 20:00:00+00:00,0.0,3.56,1.285
54331021,2024-12-12 21:00:00+00:00,0.0,3.0475000000000003,1.8000000000000005
54331021,2024-12-12 22:00:00+00:00,0.0,3.0475,1.8
54331021,2024-12-12 23:00:00+00:00,0.0,3.06,1.8
54331021,2024-12-13 00:00:00+00:00,0.0,3.0475000000000003,1.285
54331021,2024-12-13 01:00:00+00:00,0.0,2.035,1.8000000000000005
54331021,2024-12-13 02:00:00+00:00,0.0,2.0475000000000003,3.345
54331021,2024-12-13 03:00:00+00:00,0.0,1.0475,2.315
54331021,2024-12-13 04:00:00+00:00,0.0,1.06,2.055
54331021,2024-12-13 05:00:00+00:00,0.0,1.0266666666666666,2.23
54331021,2024-12-13 06:00:00+00:00,0.0,1.035,2.57
54331021,2024-12-13 07:00:00+00:00,0.0,1.0475,3.4725
54331021,2024-12-13 08:00:00+00:00,0.0,0.535,4.375
54331021,2024-12-13 09:00:00+00:00,0.0,1.035,4.890000000000001
